test_file	test_title	lifted_input_id	note
serializer/jsonpopulator.js	JSONPopulator #convertToObject should convert to longs from numbers	JP-CV-019	Serializer.fromJSON on ConvertBox.l=32768
serializer/jsonpopulator.js	JSONPopulator #convertToObject should not convert to longs from numbers that are not integers	JP-CV-020	Serializer.fromJSON on ConvertBox.l=32.768
serializer/jsonpopulator.js	JSONPopulator #convertToObject should not convert to doubles from strings	JP-CV-021	Serializer.fromJSON on ConvertBox.d='32.768'
serializer/jsonpopulator.js	JSONPopulator #convertToObject should not convert to double from null	JP-CV-022	Serializer.fromJSON on ConvertBox.dArr=[null]
serializer/jsonpopulator.js	JSONPopulator #convertToObject should not convert to double from undefined	JP-CV-023	Serializer.fromJSON on ConvertBox.dArr=[undefined]
serializer/jsonpopulator.js	JSONPopulator #convertToObject should convert to doubles from numbers	JP-CV-024	Serializer.fromJSON on ConvertBox.d=32.768
serializer/jsonpopulator.js	JSONPopulator #convertToObject should convert to booleans from true	JP-CV-025	Serializer.fromJSON on ConvertBox.b=true
serializer/jsonpopulator.js	JSONPopulator #convertToObject should not convert to booleans from strings	JP-CV-026	Serializer.fromJSON on ConvertBox.b='true'
serializer/jsonpopulator.js	JSONPopulator #convertToObject should not convert to booleans from numbers	JP-CV-027	Serializer.fromJSON on ConvertBox.b=32.768
serializer/jsonpopulator.js	JSONPopulator #convertToObject should not convert to boolean from null	JP-CV-028	Serializer.fromJSON on ConvertBox.bArr=[null]
serializer/jsonpopulator.js	JSONPopulator #convertToObject should not convert to boolean from undefined	JP-CV-029	Serializer.fromJSON on ConvertBox.bArr=[undefined]
serializer/jsonpopulator.js	JSONPopulator #convertToObject should convert to strings from strings	JP-CV-030	Serializer.fromJSON on ConvertBox.s='hello world'
serializer/jsonpopulator.js	JSONPopulator #convertToObject should not convert to strings from numbers	JP-CV-031	Serializer.fromJSON on ConvertBox.s=32.768
serializer/jsonpopulator.js	JSONPopulator #convertToObject should not convert to string from null	JP-CV-032	Serializer.fromJSON on ConvertBox.sArr=[null]
serializer/jsonpopulator.js	JSONPopulator #convertToObject should not convert to string from undefined	JP-CV-033	Serializer.fromJSON on ConvertBox.sArr=[undefined]
serializer/jsonpopulator.js	JSONPopulator #convertItem should throw an error if the $class value does not match a class defined in the model	JP-IT-001	Serializer.fromJSON on Container.myAsset (declared type MyAsset1) with $class='...NOTAREALTYPE'
serializer/jsonpopulator.js	JSONPopulator #convertItem should create a new resource from an object using a $class value that matches the model	JP-IT-002	Serializer.fromJSON on Container.myAsset with $class='...MyAsset1'
serializer/jsonpopulator.js	JSONPopulator #convertItem should create a new resource from an object using a $class value that matches the model with optional integer	JP-IT-003	as JP-IT-002 plus assetValue:1
serializer/jsonpopulator.js	JSONPopulator #convertItem should create a new resource from an object using a $class value that matches the model with optional integer (null)	JP-IT-004	as JP-IT-002 plus assetValue:null (dropped by the top-level null-property filter, still succeeds)
serializer/jsonpopulator.js	JSONPopulator #convertItem should create a new resource from an object using a $class value even if it does not match the model	JP-IT-005	Serializer.fromJSON on Container.myAsset (declared type MyAsset1) with $class='...MyAsset2' (a different type in the same namespace); convertItem resolves the declaration from $class, not the field
serializer/jsonpopulator.js	JSONPopulator #convertItem should create a new resource from an object using the model if no $class value is specified	JP-IT-006	Serializer.fromJSON on Container.myAsset with no $class; convertItem falls back to the field's declared type (MyAsset1)
serializer/jsonpopulator.js	JSONPopulator #visit should throw an error for an unrecognized type	not-liftable	visit() dispatches on thing.isClassDeclaration()/isMapDeclaration()/isRelationship()/isTypeScalar()/isField(); the fallthrough throw only fires when none of those methods exist on `thing`. Every caller in the class hierarchy (Property#accept, ClassDeclaration#accept, ...) only ever hands visit() a real Declaration/Field, so this branch is unreachable through Serializer.fromJSON without constructing a bogus non-Declaration `thing` directly.
serializer/jsonpopulator.js	JSONPopulator #visit should throw if the type of a nested field is invalid	JP-VS-001	Serializer.fromJSON on ArrContainer.arrAssets=[{...,assetValue:'string'}] (array element of wrong type)
serializer/jsonpopulator.js	JSONPopulator #visit should allow injection of a root object path	not-liftable	parameters.path is seeded internally (parameters.path ?? (parameters.path = new TypedStack('$'))) and is not one of Serializer.fromJSON's public options; there is no way to pass a custom root path in from the public API.
serializer/jsonpopulator.js	JSONPopulator #visit should throw if the value for an array field is a string rather than an array	JP-VS-002	Serializer.fromJSON on ArrContainer.values='hello' (String[] field given a string)
serializer/jsonpopulator.js	JSONPopulator #visit should throw if the value for an array relationship is a string rather than an array	JP-VS-003	Serializer.fromJSON on RelTx2.relAssets='asset1' (array relationship field given a string)
serializer/jsonpopulator.js	JSONPopulator #visit should throw if the value for an array field is not an array	JP-VS-004	Serializer.fromJSON on ArrContainer.values=42 (String[] field given a number)
serializer/jsonpopulator.js	JSONPopulator #visit should be able to deserialise a map that uses abstract types as values	JP-VS-005	Serializer.fromJSON on MyContainerAsset3.assetByName={asset3:{$class:...Asset4, assetId:'a4-1'}}; succeeds
serializer/jsonpopulator.js	JSONPopulator #visitField should visit a Field resource	JP-CV-030	Reuses the JP-CV-030 fixture (a non-array String field is popped from jsonStack and converted via convertItem/convertToObject): visitField has no branch of its own beyond isArray() vs not, already covered by every non-array #convertToObject/#convertItem scenario
serializer/jsonpopulator.js	JSONPopulator #visitField should allow injection of a root object path	not-liftable	Same reason as the #visit root-path-injection test: parameters.path is not a public Serializer.fromJSON option.
serializer/jsonpopulator.js	JSONPopulator #visitClassDeclaration should visit a ClassDeclaration resource	JP-IT-002	Every Serializer.fromJSON call exercises visitClassDeclaration at the root (classDeclaration.accept(populator, parameters) in serializer.ts); JP-IT-002's simple $class+assetId object exercises the same property-assignment loop this test asserts on directly
serializer/jsonpopulator.js	JSONPopulator #visitClassDeclaration should allow injection of a root object path	not-liftable	Same reason as the #visit root-path-injection test: parameters.path is not a public Serializer.fromJSON option.
serializer/jsonpopulator.js	JSONPopulator #visitRelationshipDeclaration should create a new relationship from a string	JP-RL-001	Serializer.fromJSON on RelTx1.relAsset='asset1' (non-array relationship, string id)
serializer/jsonpopulator.js	JSONPopulator #visitRelationshipDeclaration should get the relationship namespace if required	not-liftable	Only reachable by stubbing relationshipDeclaration.getFullyQualifiedTypeName() to return an unqualified name. Property#getFullyQualifiedTypeName() resolves through ModelFile#getFullyQualifiedTypeName(), which for any non-primitive type (a relationship target is never primitive) either resolves an import or a local declaration and always returns a namespace-qualified FQN; ModelUtil.getNamespace(typeFQN) therefore always finds a namespace and relationshipDeclaration.getNamespace() is never reached via the public API.
serializer/jsonpopulator.js	JSONPopulator #visitRelationshipDeclaration should not create a new relationship from an object if not permitted	JP-RL-002	Serializer.fromJSON on RelTx1.relAsset={$class:...RelAsset,assetId:'asset1'}, default options (acceptResourcesForRelationships unset)
serializer/jsonpopulator.js	JSONPopulator #visitRelationshipDeclaration should create a new relationship from an object if permitted	not-liftable	Verified against the reference: with acceptResourcesForRelationships:true, JSONPopulator does return the sub-Resource, but the outer assignment resourceObj.relAsset = subResource then runs through the outer resource's own live ValidatedResource property setter (Factory#newResource always builds a ValidatedResource unless options.disableValidation, which Serializer.fromJSON never sets). That setter's ResourceValidator is constructed bare (new ResourceValidator(), no permitResourcesForRelationships), so it rejects the Resource with a ValidationException ('...Expected a "Relationship"') before fromJSON can return. Confirmed by recording the scenario: the reference throws, it does not return a populated Resource as the W test (which uses a plain {} resourceStack with no live validation) asserts. Not reachable as a success outcome through the public API.
serializer/jsonpopulator.js	JSONPopulator #visitRelationshipDeclaration should throw if the JSON data is not a string or an object	JP-RL-004	Serializer.fromJSON on RelTx1.relAsset=3.142
serializer/jsonpopulator.js	JSONPopulator #visitRelationshipDeclaration should throw if the JSON data is an object without a class	JP-RL-005	Serializer.fromJSON on RelTx1.relAsset={}, acceptResourcesForRelationships:true
serializer/jsonpopulator.js	JSONPopulator #visitRelationshipDeclaration should throw if the JSON data is an object with a class that causes an error to be thrown	JP-RL-006	Serializer.fromJSON on RelTx1.relAsset={$class:...NoSuchClass}, acceptResourcesForRelationships:true; TypeNotFoundException from modelManager.getType
serializer/jsonpopulator.js	JSONPopulator #visitRelationshipDeclaration should throw if the JSON data is an object with a class that does not exist	JP-RL-006	Same fixture as the preceding row: the W test's sinon stub of modelManager.getType is redundant with the real lookup's own TypeNotFoundException for a nonexistent $class
serializer/jsonpopulator.js	JSONPopulator #visitRelationshipDeclaration should create a new relationship from an array of strings	JP-RL-007	Serializer.fromJSON on RelTx2.relAssets=['asset1','asset2']
serializer/jsonpopulator.js	JSONPopulator #visitRelationshipDeclaration should not create a new relationship from an array of objects if not permitted	JP-RL-008	Serializer.fromJSON on RelTx2.relAssets=[{$class:...RelAsset,assetId:'asset1'},{...'asset2'}], default options
serializer/jsonpopulator.js	JSONPopulator #visitRelationshipDeclaration should create a new relationship from an array of objects if permitted	not-liftable	Same ValidatedResource live-check gap as the non-array 'permitted' test above: the reference throws a ValidationException on the outer array-property assignment rather than returning the populated Resource array the W test (plain {} resourceStack) asserts.
serializer/jsonpopulator.js	JSONPopulator #visitRelationshipDeclaration should throw if the JSON data in the array is not a string or an object	JP-RL-010	Serializer.fromJSON on RelTx2.relAssets=[3.142]
serializer/jsonpopulator.js	JSONPopulator #visitRelationshipDeclaration should throw if the JSON data in the array is an object without a class	JP-RL-011	Serializer.fromJSON on RelTx2.relAssets=[{}], acceptResourcesForRelationships:true
serializer/jsonpopulator.js	JSONPopulator #visitRelationshipDeclaration should throw if the JSON data in the array is an object with a class that causes an error to be thrown	JP-RL-012	Serializer.fromJSON on RelTx2.relAssets=[{$class:...NoSuchClass}], acceptResourcesForRelationships:true; TypeNotFoundException
serializer/jsonpopulator.js	JSONPopulator #visitRelationshipDeclaration should throw if the JSON data in the array is an object with a class that does not exist	JP-RL-012	Same fixture as the preceding row: the sinon stub of modelManager.getType is redundant with the real lookup's own TypeNotFoundException
introspect/stringvalidator.js	StringValidator #constructor should throw for invalid regexes	SV-CTOR-001	field s regex=/\p{NotAUnicodeProperty}/u (a syntactically valid regex literal whose pattern new RegExp rejects), same 'Validator error for field' branch as the stub's unparsable pattern string
introspect/stringvalidator.js	StringValidator #constructor should throw for invalid string length	SV-CTOR-002	fromAst on a mutated AST: field s's lengthValidator set to {minLength:null,maxLength:null} explicitly (CTO's own length=[,] omits the keys instead of nulling them, so this needs fromAst, not CTO text)
introspect/stringvalidator.js	StringValidator #constructor should throw for string min length is bigger than max length	SV-CTOR-003	field s length=[200,100]
introspect/stringvalidator.js	StringValidator #constructor should throw for negetive string min length	SV-CTOR-004	field s length=[-2,]
introspect/stringvalidator.js	StringValidator #constructor should throw for negetive string max length	SV-CTOR-005	field s length=[,-100]
introspect/stringvalidator.js	StringValidator #constructor should throw for negetive string length	SV-CTOR-006	field s length=[-1,-100]
introspect/stringvalidator.js	StringValidator #constructor should throw when defaultValue length is less than minLength	SV-CTOR-007	field s default="abc" length=[5,10]
introspect/stringvalidator.js	StringValidator #constructor should throw when defaultValue length is greater than maxLength	SV-CTOR-008	field s default="abcdefgh" length=[2,5]
introspect/stringvalidator.js	StringValidator #constructor should accept valid defaultValue that matches length and pattern constraints	SV-CTOR-009	field s default="ABC" regex=/^[A-Z]{3,5}$/ length=[3,5]; expected to load without error
introspect/stringvalidator.js	StringValidator #validate should ignore a null string	SV-VAL-001	field s regex=/^[A-z][A-z][0-9]{7}/, getValidator().validate('id', null)
introspect/stringvalidator.js	StringValidator #validate should validate a string	SV-VAL-002	field s regex=/^[A-z][A-z][0-9]{7}/, validate('id','AB1234567')
introspect/stringvalidator.js	StringValidator #validate should detect mismatch string	SV-VAL-003	field s regex=/^[A-z][A-z][0-9]{7}/, validate('id','xyz') -> throws
introspect/stringvalidator.js	StringValidator #validate should repeatedly validate a matching string with a global regex	SV-VAL-004	field s regex=/^[A-z][A-z][0-9]{7}/g, validate('id','AB1234567') x3 (lastIndex must not corrupt the 2nd/3rd call)
introspect/stringvalidator.js	StringValidator #validate should repeatedly reject a mismatched string with a global regex	SV-VAL-005	field s regex=/^[A-z][A-z][0-9]{7}/g, validate('id','xyz') x2, each independently throws
introspect/stringvalidator.js	StringValidator #validate should not leave lastIndex set on the regex it exposes	not-liftable	the oracle's RegExp encoding (lib/codec.js encodeScalar) is {source,flags} only, never lastIndex, so no fixture can carry this assertion; the no-state-leak behaviour it guards is exercised instead by SV-VAL-004/005/006 (repeated validate calls on a global/sticky regex)
introspect/stringvalidator.js	StringValidator #validate should repeatedly validate a matching string with a sticky regex	SV-VAL-006	field s regex=/^[A-z][A-z][0-9]{7}/y, validate('id','AB1234567') x2
introspect/stringvalidator.js	StringValidator #validate should validate a string with escaped chacters	SV-VAL-007	field s regex=/^[\\]*\n$/, validate('id','\\\\\n')
introspect/stringvalidator.js	StringValidator #validate should not validate a string with escaped chacters	SV-VAL-008	field s regex=/^[\\]*\n$/, validate('id','\\hi!\n') -> throws
introspect/stringvalidator.js	StringValidator #validate should validate a unicode string	SV-VAL-009	field s with the unicode-identifier-style regex (u flag), validate('id','AB1234567')
introspect/stringvalidator.js	StringValidator #validate should not validate a unicode string	SV-VAL-010	same field as SV-VAL-009, validate('id','1FOO') -> throws
introspect/stringvalidator.js	StringValidator #validate should validate a string	SV-VAL-011	field s length=[1,100], validate('id','AB1234567455455455')
introspect/stringvalidator.js	StringValidator #validate should validate a string, when only minLength specified	SV-VAL-012	field s length=[2,], validate('id', value) for a long value (pass), 'w' and '' (each fails, too short)
introspect/stringvalidator.js	StringValidator #validate should validate a string, when only maxLength specified	SV-VAL-013	field s length=[,10], validate('id', value) for a 10-char and empty value (pass), an 11-char value (fails, too long)
introspect/stringvalidator.js	StringValidator #validate should validate a string, when maxLength specified and minLength null	SV-VAL-014	fromAst on a mutated AST: field s's lengthValidator set to {minLength:null,maxLength:10} explicitly (CTO's length=[,10] leaves the key out entirely -> undefined, not null, and falls through to SV-VAL-013's branch instead of the constructor's explicit-null check)
introspect/stringvalidator.js	StringValidator #validate should validate a string, when minLength specified and maxLength null	SV-VAL-015	fromAst on a mutated AST: field s's lengthValidator set to {minLength:2,maxLength:null} explicitly (same reasoning as SV-VAL-014, mirrored for maxLength)
introspect/stringvalidator.js	StringValidator #validate should string legth should take precedence over regex (if string length specified)	SV-VAL-016	field s regex=/^[A-z]{1,100}$/ length=[1,10], validate('id', a 20-char value) -> fails on the length message, not the regex message
introspect/stringvalidator.js	StringValidator #validate should validate a string, when min and max length are same	SV-VAL-017	field s length=[10,10], validate('id', a 10-char value)
introspect/stringvalidator.js	StringValidator #validate with custom RegEx engine should ignore a null string	not-liftable	options.regExp (e.g. XRegExp) is a function passed as a ModelManager constructor option; the oracle's input codec (lib/codec.js encodePlain/encode) throws NonPlain('function') for any function-valued input, so a ModelManager built with a custom regExp option can never be recorded -- the ModelManager.new call itself is skipped and everything built from it is tainted
introspect/stringvalidator.js	StringValidator #validate with custom RegEx engine should validate a string	not-liftable	same reason as the preceding row: a custom options.regExp constructor function cannot be encoded by the oracle
introspect/stringvalidator.js	StringValidator #compatibleWith should return false for a number validator	SV-CW-001	field a (String, regex+length) .getValidator().compatibleWith(field b (Integer, range).getValidator()) -> false
introspect/stringvalidator.js	StringValidator #compatibleWith should return true when the patterns are the same	SV-CW-002	fields a,b both regex=/foo/ -> true
introspect/stringvalidator.js	StringValidator #compatibleWith should return false when the pattern is changed	SV-CW-003	field a regex=/foo/, field b regex=/bar/ -> false
introspect/stringvalidator.js	StringValidator #compatibleWith should return true when the patterns and flags are the same	SV-CW-004	fields a,b both regex=/foo/i -> true
introspect/stringvalidator.js	StringValidator #compatibleWith should return false when the flags are changed	SV-CW-005	field a regex=/foo/i, field b regex=/foo/g -> false
introspect/stringvalidator.js	StringValidator #compatibleWith should return true when the string lengths are the same	SV-CW-006	fields a,b both length=[1,100] -> true
introspect/stringvalidator.js	StringValidator #compatibleWith should return false when the string length is changed	SV-CW-007	field a length=[,10] (minLength unset), field b length=[1,100] -> false via the this-minLength-unset/other-has-value branch, matching the W test's NO_MIN_LENGTH_AST 'this' vs VALID_MIN_LENGTH_AND_MAX_LENGTH_AST 'other'
introspect/stringvalidator.js	StringValidator #compatibleWith should return true when the min lenghts of string are same	SV-CW-008	fields a,b both length=[,10] (minLength null on both) -> true
introspect/stringvalidator.js	StringValidator #compatibleWith should return true when the max lenghts of string are same	SV-CW-009	fields a,b both length=[2,] (maxLength null on both) -> true
introspect/stringvalidator.js	StringValidator #compatibleWith should return false when the this min length is smallar than other min length	SV-CW-010	field a length=[1,100], field b length=[10,100] -> false
introspect/stringvalidator.js	StringValidator #compatibleWith should return false when the this max length is greater than other max length	SV-CW-011	field a length=[1,100], field b length=[1,10] -> false
introspect/stringvalidator.js	StringValidator #compatibleWith should return false when the this max length is null and other max length has value	SV-CW-012	field a length=[1,], field b length=[1,10] -> false
introspect/stringvalidator.js	StringValidator #compatibleWith should return true when the patterns and string lengths are the same	SV-CW-013	fields a,b both regex=/foo/ length=[1,100] -> true
introspect/stringvalidator.js	StringValidator #compatibleWith should return false when the pattern is changed but string lengths are same	SV-CW-014	field a regex=/foo/ length=[1,100], field b regex=/bar/ length=[1,100] -> false
introspect/stringvalidator.js	StringValidator #compatibleWith should return false when the patterns are same but string lengths differs	SV-CW-015	field a regex=/foo/ length=[1,100], field b regex=/foo/ length=[2,] -> false
introspect/stringvalidator.js	StringValidator #compatibleWith should return false when the pattern and string lengths are different	SV-CW-016	field a regex=/foo/ length=[1,100], field b regex=/bar/ length=[2,] -> false
